Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
15 helpful votes,45 contributions,5.0 of 5 bubbles,Best location motel in Brea/Orange County,"I stayed one week - and - I'm a repeat guest - this is my 5th visit in 7 years.  Great, comfortable, remodeled rooms and a terrific location on So. Brea Blvd - across from Kimmies Cafe (superb breakfast / lunch venue); not far from the Imperial Hwy and Brea Center: everything you need is near - lots of eateries, coffee shops, restaurants, shopping and entertainment.  Price is high but it is Orange County after all.",July 2019,none,none,Thank you for taking the time to review us. Your feedback is much appreciated and we hope to see you again soon!,none,none,none,none,none,none,11,365
none,7 contributions,1.0 of 5 bubbles,Unsafe and dirty,"Many issues with this hotel & our room. Don’t waste your money. Never got room service, the room was dirty, the towels dirty with holes, furniture was ripped & scratched. Questionable pen found. Police were around a lot and that mad us worry more.",March 2018,none,none,On behalf of the Regency Motel we apologize for not meeting expectations. We are working hard to improve our service and would like to re earn your business on your next visit to Brea. Our rooms have been renovated to a new standard and believe will meet expectations.,none,none,none,none,none,none,12,365
89 helpful votes,204 contributions,3.0 of 5 bubbles,friendly front desk...clean and spacious,the room is large and it's clean....within walking distance are some decent places to grab something to eat...close to Disneyland and Knott's berry farm..easy access to the freeways as well...it's an affordable place to stay...i would agree that it's a no frills type of place tho....,January 2018,none,none,On behalf of the Regency Motel I sincerely apologize for your experience with us. We pride ourselves in making your stay exceptional and we hope you can come back to stay with us to redeem your confidence in us.,none,none,none,none,none,none,13,365
none,6 contributions,5.0 of 5 bubbles,Cheap Easy Spacious and Clean,"Can't beat the Regency for affordability and reliable cleanliness. Of any of the no-frills Motels in these parts of OC, the Regency has the most channel-packed HD TV service. Will return, perhaps exclusively, when I need cheap digs in the area.",July 2017,none,none,Thank you for taking the time to review us. Your feedback is much appreciated and we hope to see you again soon!,none,none,none,none,none,none,14,365
3 helpful votes,2 contributions,1.0 of 5 bubbles,Horrible,"Frankly, it was a dump.  I was ashamed to have told my relatives to go there (before I knew any better).  There were not adequate towels or hangers, everything needed was ""upon request.""  When I called on the phone I couldn't get anyone for several tries, then it seemed as if I'd awoken the clerk and she was of no help.  I tried to cancel my reservation and was denied, even though I had complaints.",August 2015,none,none,On behalf of the Regency Motel I sincerely apologize for your experience with us. We pride ourselves in making your stay exceptional and we hope you can come back to stay with us to redeem your confidence in us.,none,none,none,none,none,none,15,365
2 helpful votes,1 contribution,1.0 of 5 bubbles,Horrible,"It was pretty bad. The manager wasn't too nice, had an attitude. The room looked nice once I got in, looked to be remodeled recently. I liked the fake wood floors! No carpet which was great. I had the worst gut feeling there the second I got there. Travelling solo as a woman, I felt absolutely so unsafe! I woke up with many bed bug bites all over my body. Absolutely do not stay here! Avoid avoid avoid!",August 2015,none,none,On behalf of the Regency Motel I sincerely apologize for your experience with us. We pride ourselves in making your stay exceptional and we hope you can come back to stay with us to redeem your confidence in us.,none,none,none,none,none,none,16,365
4 helpful votes,10 contributions,3.0 of 5 bubbles,"Nice manager, but the rooms lacked cleanliness.","The manager was nice and polite, but the rooms were run down and dirty. The room was bigger than the other rooms we have stayed at. The floor of our room made the bottom of our feet all black. The motel looked unsafe.",July 2015,none,none,On behalf of the Regency Motel I sincerely apologize for your experience with us. We pride ourselves in making your stay exceptional and we hope you can come back to stay with us to redeem your confidence in us.,none,none,none,none,none,none,17,365
31 helpful votes,15 contributions,5.0 of 5 bubbles,A Cut Above The Rest,"It is so refreshing to find such a great place to stay at in knowing you will be well taken care of in every possible way.  Not only are the newly remodeled rooms clean but everything works great in the room as well. As Richard K. stated in his review, the prices are very affordable. You truly get more than what you paid for.  Everyone from the owners to the cleaning staff are extremely accommodating. They all have a very pleasant demeanor no matter what the need is or what time of day it is.  The area is very safe & is very close to churches, shopping & restaurants.  We highly recommend this to be the only place to stay in Brea.",January 2013,none,none,Thank you for taking the time to review us. Your feedback is much appreciated and we hope to see you again soon!,none,none,none,none,none,none,18,365
4 helpful votes,3 contributions,5.0 of 5 bubbles,Excellent & Peaceful Rest,"Richard & Karen:  My husband and I have enjoyed staying at the Regency Motel.  I am not sure when dave and marie w stayed at the Regency, but my husband and I have made the Regency motel our home.  The owners are pleasant, wonderful people.  I sleep like a baby the linen is fresh and clean and the towels as well.  We have a nice refrigerator and microwave.  The accommodations are what is needed at affordable prices.  When we travel again, we will stay at the Regency Hotel, in Brea.  This is the place to be for a good night's rest.",April 2013,none,none,"Richard K,  Thank you so much for your kind words regarding the cleanliness and fresh smell of your lodgings.  Our ultimate ambition is to provide a five star experience, and we are thrilled to learn that we have succeeded. We're glad you had a great time with us and we look forward to serving you again.",none,none,none,none,none,none,19,365
1 helpful vote,1 contribution,5.0 of 5 bubbles,Best place to stay in brea,"My wife and i have stayed several times at Brea Regency and have always been impressed by how clean and quiet it is there. they owners are in my opinion are some of the best people we have ever encountered,They are very professional, courtious and very friendly and always try to accomodate people with a very friendly attitude. They have remodeled the rooms with very tastful decor and new bathrooms with marble showers even the sink area  has marble counter tops and rooms have been painted with very nice complementing colors. The owners try their best to keep the riff raff out of the motel and the prices are really affordable. The cleaning staff have the highest reguards to cleaning the rooms and keeping the suppies up, always clean towels! we have always felt safe and secure to",April 2013,none,none,"andrew p,  Thank you for taking the time to complete our guest satisfaction survey and for rating our hotel so highly!  It means a lot to us that you’ve taken the time to share the many positive features of your most recent stay with us. Your feedback will serve as encouragement to all of our staff as we strive to provide an exceptional and memorable experience for every guest. We look forward to serving you again!",none,none,none,none,none,none,20,365
5 helpful votes,1 contribution,1.0 of 5 bubbles,Regency Motel Brea CA,"Our family came here to relax and get away.  From about 10 pm to midnight the room next door was swarming with police.  Apparently several people in the room were on probation for drugs.  They had drug dogs, women and men sitting outside our room in cuffs, being interviewed.  Not the most wholesome atmosphere for our family!",May 2012,none,none,Thank you for letting us know about the inconveniences that you encountered during your recent stay at our hotel.  Your satisfaction is important to us and we will be using the feedback you provided to make improvements to ensure we offer an exceptional experience for our guests in the future.  I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience.,none,none,none,none,none,none,21,365
