Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
378 helpful votes,165 contributions,3.0 of 5 bubbles,Brady Bunte - Casa de Flores -San Clemente,"Nice location, clean rooms and nice bedding.  The staff was very friendly and I enjoyed my stay there. Very conveniently located and in a safe area and it is very quiet.  This is on my list of recommended Bed & Breakfast Hotels!   Tell them Brady Bunte sent you.",December 2018,none,Traveled solo,none,none,none,none,none,none,none,1,470
6 helpful votes,2 contributions,3.0 of 5 bubbles,nice location,"nice quiet stay and friendly staff, no complaints. nice clean sheets and no bed bugs. up to date and maintained well. close to the san clemente beach and pier. good location if you have family serving in the marines, next to the marine base.",May 2018,none,Traveled solo,none,3.0 of 5 bubbles,none,none,none,none,none,2,470
