Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
39 helpful votes,41 contributions,3.0 of 5 bubbles,Average / typical Marriott hotel - don't go thinking this is some kind of higher end property,"If you are just staying at a Marriott hotel, and aren't looking for much more this place could be fine.  But, they charge 'resort fees' and are higher priced than just a normal Marriott - without having any real reason to do so.  The check in desk located 10 feet inside the front door.  There is hardly much of a lobby to speak of, and the convenience 'store' area is just there for show.  No one was even working at it when I needed some waters, and it was located behind the front desk in a way that hid it mostly from view.  The bar was SUPER loud, and their main restaurant is located right next to the bar, so close that it also was SUPER loud as a result.  There was a nice patio area, but since the weather wasn't warm enough to use it this was kind of a wasted feature at the time",February 2023,none,none,"Hello AchillesWF,  Thank you for being our guest and sharing your experience. We want every guest who stays with us to have a fulfilling experience and to depart with a lasting favorable impression. We sincerely apologize that this was not your experience. We are grateful for the feedback and hope you will reconsider and stay with us again the next time you are in the area.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,11,67
3 helpful votes,25 contributions,5.0 of 5 bubbles,Excellent Service and Great Location,Excellent stay at VEA! This hotel is amazing. Right across from Fashion Island with wonderful views of the bay overlooking a golf course. The service is the best and they have a free shuttle that takes you to the beach and back. Came for a quick staycation for my teen daughters birthday and had the best time. Maddy in guest relations is so thoughtful! Thank you VEA Marriott.,February 2023,none,none,none,none,none,none,none,none,none,12,67
none,1 contribution,5.0 of 5 bubbles,Great Service!,Tim E. (bellman) and Jose from Valet were the bomb!!! Helped start our trip on the best note because of their super positive vibe! Time even brought all of our luggage inside our room and made us feel right at home! Thanks for your super welcoming hospitality!  :),February 2023,none,none,"Dear Z5838FImadisonb,  Thank you for acknowledging our outstanding service at VEA Newport Beach, A Marriott Resort & Spa. We appreciate your kind comments about Tim and Jose. We are lucky to have them as part of our team and will pass along your generous compliments to them. It was a pleasure having you as our guest, and we look forward to seeing you again on your next trip to Newport Beach.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,13,67
none,1 contribution,5.0 of 5 bubbles,Tim E @ VEA Newport Beach,Tim was fabulous in assisting us with our luggage. He helped us from start to finish and started our trip off on a high note. He let us know about the hotel amenities and how to find our way around the area. He was the best!,February 2023,none,none,none,none,none,none,none,none,none,14,67
none,none,5.0 of 5 bubbles,Weekend Getaway,"This place is amazing! From the moment we arrived, service was spectacular and TIM E might be the best and most courteous staff me ever there! They were all great though! The views and the shower bath Combo were also the highlight of the stay!",February 2023,none,none,"Dear L7522HKtimo,   Thank you for acknowledging our outstanding service at VEA Newport Beach, A Marriott Resort & Spa. We are committed to providing an exceptional experience for every guest, and we are thrilled our Emcees especially Tim exceeded your expectations. We will share your kind words with him and our entire team. We are also happy you loved our energizing views and shower. It was a pleasure accommodating you, and we look forward to your return.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,15,67
36 helpful votes,38 contributions,5.0 of 5 bubbles,Great stay in Newport,"The Vea is a great hotel with excellent amenities.   Very chill vibe when walking into the hotel lobby.   Front desk staff were A+.  Rooms are on the smaller size but super clean.  Beds are very comfortable (side note) pillows were definitely on the stiff side for those softer peeps.  Great water pressure and temperature in the shower.  Ask fir ocean view is possible.  Pool area was fantastic with great chairs and towels.   Cool bar and nice option of food.  The gym is great for workout with updated equipment and plenty of options . Lastly,  for you shoppers.  The hotel is directly across the street from fashion island.   Great stores and restaurants.  Can’t go wrong with a stay at the Vea.",February 2023,none,none,none,none,none,none,none,none,none,16,67
7 helpful votes,4 contributions,5.0 of 5 bubbles,California recharge,"The property is newly updated and very well maintained.  The views are beautiful… the pool area is stunning, and the exercise room was very well equipped.  Friendly staff… make sure you talk to Tim to help plan your time away from business.",February 2023,none,none,"Dear kurtdY3536LT,  Thank you for your recent stay at the VEA Newport Beach, A Marriott Resort & Spa, and for posting such a generous review of our resort. It is a pleasure to know we exceeded your expectations with our maintained property, devoted associates, and relaxing pool! We will surely share your compliments with Tim. We enjoyed having you as our guest, and we hope to see you again on your next trip to Newport Beach.  Best Regards, Debbie Snavely General Manager",none,none,none,none,none,none,17,67
none,none,1.0 of 5 bubbles,"Terrible experience, unable to sleep because of outdoor music blasting","Writing this one star review as I lay in my bed, unable to sleep because there is music blasting from an event outdoors. I'm on the 11th floor and yet the music is still loud enough that I can hear it clearly and I'm not able to sleep. It's a Monday night and I'm staying at the Vea for work and have meetings at East Coast time tomorrow. Absolutely terrible experience. And no offer to help from the front desk other than to say the music will be over when the event is over.",February 2023,none,none,"Hello X9541LTseanr,  Thank you for being our guest and for your review. Our main priority is to provide a comfortable stay for all of our guests; therefore, we deeply apologize for the noise from the outside event which made it difficult for you to have a restful sleep. We also are very disappointed to know that our team did not offer you any solutions that would make your stay more comfortable. We can understand your disappointment and the frustration this caused and we are very sorry. Please know this is not the typical experience we provide, and we regret this affected your overall stay with us. We appreciate you bringing your concerns to our attention, and you have our assurance that your experience will be addressed appropriately. Thank you once more for choosing us. We hope you will consider giving us a second chance in the future so we can provide you with the relaxing stay that we typically deliver.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,18,67
none,4 contributions,1.0 of 5 bubbles,Theft at vea mariott,After checking in the room had changed to another room . This was about 4 pm or so . During this change had forgotten my wallet in the earlier room . The next day why i find out the wallet is missing i go to the reception and ask if they have found it . They had found it and have it to me . On receiving the wallet i see the cards misplaced and two hundred dollars missing .  The hotel aint accepting the responsibility . This is unacceptable . With proper checking they could have easily found out that their staff had done this .,January 2023,none,none,"Hello Jdjani,  Thank you for being our guest and for sharing your experience. We sincerely apologize for what you encountered during your stay and we regret the frustration and inconveniences caused. The security and safety of our guests and their belongings are of utmost importance, and we are sorry for letting you down. We ask that you please contact us directly so we can gather some additional information so we are able to appropriately address your concern. Thank you again and we hope we can rectify your concern and hopefully leave you with a much better impression of our hotel and the service we provide.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,19,67
none,1 contribution,5.0 of 5 bubbles,Great drivers,"Travis was our driver and he did a great job. He was fast and efficient. We’ve had other not so great experiences at other hotels, where we had to wait a long tim. It was great having Travis be so attentive.",February 2023,none,none,none,none,none,none,none,none,none,20,67
6 helpful votes,19 contributions,3.0 of 5 bubbles,Clean and Comfortable....but...,"The good:  Beds are comfortable; rooms are clean; pool area and gym are nice and upagraded.   The bad:  the music throughout the resort is terrible.  It's as if a bad Abercrombie and Vegas Club had a baby.  I was at the pool by myself and the music was blaring.  I stayed on the 8th floor and could hear the music all night until 10:00.  Doesn't sound late, but for those of us traveling from East coast or Central time, it's obnoxious.  Even when it was playing loud at night; with the base bumping...there was nobody at the pool.  Whatever branding and vibe they are trying to create, doesn't match or fit the resort.    Major Caution:  The ground next door is being leveled to build Ritz Carlton residents.  There will be construction directly next door for the foreseeable future.",January 2023,none,none,"Dear DH131524,  Thank you for your review. We apologize for the noise you experienced outside your room which prevented you from getting a restful night's sleep. We try to provide excellent accommodations for our guests, so we are sorry your room was not comfortable. On a positive note, we are glad you loved our comfortable bedding and took advantage of our amenities. Thank you for your patience; we look forward to welcoming you back soon.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,21,67
1 helpful vote,17 contributions,5.0 of 5 bubbles,Great hotel experience!,"Spent a couple of nights at the VEA Newport Beach Marriott. The employees were polite and helpful, particularly the bell staff! The in hotel restaurant was good food and friendly staff, too. The neighborhood was clean, safe and shopping mall across the street was very nice!",December 2022,none,none,"Dear 768jillg2017,   We are happy you had an excellent experience at VEA Newport Beach, A Marriott Resort & Spa. Our wonderful location is a guest favorite, and we are delighted to hear how much you enjoyed the shopping mall across the street. We are also happy you loved the food offerings at our on-site restaurant and our outstanding service. Thank you for your remarks, and we look forward to having you again soon.   Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,22,67
none,8 contributions,5.0 of 5 bubbles,Excellent experience at VEA - will come back!,Wonderful experience - fantastic staff from check in to check out.  Tim E was especially helpful in providing suggestions about the surrounding area and taking good care of me during my stay.  Also a great afternoon bartender and can't remember his name ..  I think Paul.  Everyone is as just fantastic and the view in my room was gorgeous along with the pool!!,January 2023,none,none,none,none,none,none,none,none,none,23,67
none,none,5.0 of 5 bubbles,Wonderful luxurious stay,The Vea Newport Beach hotel was an absolute charm. All of the staff were so sweet and kind and even helped me find look for apartments nearby for a longer term stay. They made me feel so welcomed and cared for! The hotel and spa itself was magnificent. Very clean and beautiful. 10/10 would recommend for anyone wanting a luxurious stay.,January 2023,none,none,"Dear patriciayG8377GU,   We are flattered by your generous review of VEA Newport Beach, A Marriott Resort & Spa. We are glad you had a pleasant stay and that you liked our refreshing accommodations, spa, and friendly team. It is very kind of you to recognize our devoted staff for their service. We appreciate your recommendation and look forward to having you as our guest again whenever your travels bring you back to the city.   Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,24,67
21 helpful votes,39 contributions,5.0 of 5 bubbles,Brand new hotel next to fashion island!,This hotel was absolutely beautiful!!! I cannot wait to come back.  Was greeted by Chris G. Who gave us some amazing local restaurants to go to.  Location is directly next door to fashion island mall which was great as it was a short east walk.  We were checked in by Alex F.  And the room was gorgeous.  We could see for miles although favorite view was from the pool and bar! Tyson on the valet side made it so easy to get the car (even when we forgot something) which was really appreciated.  Overall great trip with my in laws and can’t wait to come back!,January 2023,none,none,none,none,none,none,none,none,none,25,67
none,none,4.0 of 5 bubbles,The staff is everything- especially Tim E!,"The hotel is nice, location is great. When we were there (3 weeks!), the conference rooms were going through renovations and you needed to walk through the yard (in the constant rain), so that sucked. The rooms are small but renovated and clean. What really nice in this hotel is the staff, and that really what gives them the points. Kudos to Tim E who works tirelessly and always with a smile, the valet boys who are super responsive, and the restaurant manager who is so attentive. I would recommend staying here.",December 2022,none,none,"Dear litalk2023,   Thank you for being our guest and sharing your experience with fellow travelers. It is great to know you enjoyed our location, modern accommodations, and friendly staff; we will enjoy sharing your compliments with our entire team and Tim E. However, we are sorry for the inconvenience you experienced due to our current remodeling process and regret the inconvenience caused. We would love for you to visit again and see our newly transformed look! Thank you for choosing VEA Newport Beach, A Marriott Resort & Spa, and we wish you all the best with your travels.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,26,67
1 helpful vote,none,5.0 of 5 bubbles,Caught in the rain,We had a wonderful time at the Vea.  As we were getting ready to leave we got caught in the rain Kade was a gentleman.  He saw we were getting wet in the rain and ran out to us with an umbrella.  He’s a class act!  Thank you Kade!,January 2023,none,none,none,none,none,none,none,none,none,27,67
none,7 contributions,5.0 of 5 bubbles,Mid Holiday FUN in Newport,"Newport is always a rich and enjoyable trip. Add holiday decor, and it is magical.  This trip was focussed around the harbor....great restaurants, beautiful seaside views, and great walks.  Add the largest Gingerbread House I have ever seen, and it was a trip to remember.  Thanks to the Newport Marriott  Hotel for the wonderful decor.",December 2022,none,none,"Dear V7270PLbarbarac,   Thank you for acknowledging our outstanding service at VEA Newport Beach, A Marriott Resort & Spa, and that you enjoyed your Christmas vacation with us. We are committed to providing an exceptional experience for every guest, and we are thrilled we exceeded your expectations with the decor and the convenient location. It was a pleasure hosting you, and we hope to see you again soon!  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,28,67
63 helpful votes,65 contributions,2.0 of 5 bubbles,Bad Hotel Stay,"We stayed in a suite and when making the reservations they forgot to tell me they have construction pounding and noise every day from 7am in the morning.  They also said to order your car from a card they gave you.  We waited once for 30 minutes outside and the valet staff said ""oh, that card doesn't work"".  The food was not good for room service.   The furniture was modern which is find but it was not comfortable.",December 2022,none,none,"Dear crownpacificgroup,   Thank you for choosing us for your recent visit. We are genuinely sorry that your sleep was disrupted due to our ongoing refurbishment. We understand your frustration, and we are grateful for your patience. We are also sorry for the inconvenience you endured due to our valet service and that our food offerings of room service were a source of frustration during your stay. Your comments have been shared with our team to ensure we are more diligent going forward. We appreciate the feedback and hope to welcome you back the next time you are in  Newport Beach to see our revitalized hotel.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,29,67
6 helpful votes,1 contribution,5.0 of 5 bubbles,Tim E. Made This Trip Memorable,"When we checked into the new Vea in Newport Beach, we had high expectations of the property. We were shown to our room by Tim, who is professional, friendly and very personable. The first room wasn’t satisfactory at all, the second room was newly occupied, the third room was worse than the first with a view of the air conditioning unit. After 30 minutes of  traipsing around the hotel Tim reached out to the front desk person for the 4th time, and 45 minutes from the start we were in the room.  We had just flown in from Paris and Tim was beyond amazing in getting us settled. He advocated for us from the start and made us feel very welcome.  He is the perfect ambassador for this hotel and the Marriott flag.  If ownership reads this, Tim deserves additional compensation and",December 2022,none,none,none,none,none,none,none,none,none,30,67
none,1 contribution,5.0 of 5 bubbles,Vea SoCal Trip,Hotel was great and the valet support was outstanding (Tim E.).  The pool area was very kid friendly and the ground floor rooms with fire pit was really enjoyable.  It allowed us to sit outside and kids could run around.,December 2022,none,none,"Dear P8028GWtoddb,  Thank you for reviewing your stay at VEA Newport Beach, A Marriott Resort & Spa. We are pleased to read how happy you were with our comfortable and family-friendly accommodations, pool, and friendly staff. We will enjoy sharing your compliments with Tim E. We appreciate your recommendation and hope to welcome you back soon for another enjoyable visit.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,31,67
1 helpful vote,2 contributions,5.0 of 5 bubbles,Concierge Valet Tim E.,"Tim is so amazing!!! He took the time to give me a tour and explain things to me about the hotel, art work and guided me to your beautiful pool fish tank! It’s nice to have someone to take time and make you feel so important! Please commend him for his excellent service. I had such a great time and can’t wait to return to your Hotel!! Thanks Tim!!!!!",December 2022,none,none,none,none,none,none,none,none,none,32,67
1 helpful vote,none,5.0 of 5 bubbles,Awesome personalized experience,"Tim at valet gave great service on valet, loading luggage, and helping us with our room! We had great time and would definitely recommend to our closest friends. The property was amazing and everyone was friendly!",December 2022,none,none,"Dear naeisham,  Thank you for acknowledging our outstanding service at VEA Newport Beach, A Marriott Resort & Spa. We are committed to providing an exceptional experience for every guest and are thrilled our Emcees, especially Tim, exceeded your expectations. We will share your enlivening comments with him and our entire team. We are also happy you were impressed with our well-kept property. It was a pleasure serving you, and we look forward to accommodating you again soon.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,33,67
3 helpful votes,1 contribution,5.0 of 5 bubbles,Absolutely amazing!,"I would like to begin by saying this was one of the best hotel experiences I have had in a very long time. From the moment I arrived the valet out front treated me and my family with respect and courtesy, which was welcoming and warm. Next, while I was checking in a member of the staff greeted my wife and my three-year-old daughter and show them around the lobby. My daughter was incredibly excited about everything she was shown and my wife greatly appreciated this person going out of their way to make our daughter happy! Then another member of the staff approached and presented my three-year-old daughter with a wonderful whale toy that she has not let far from her side ever since. We then received an upgrade to an incredible room with a fire pit and ocean view. How wonderful. A",December 2022,none,none,none,none,none,none,none,none,none,34,67
none,none,5.0 of 5 bubbles,A Fantastic Getaway,"What a great place. My wife I came to get away after a family loss and our stay here was the best therapy! What makes a stay for us is the people you go with or those meet. The entire staff should be commended for how enjoyable they made our stay. From, Lourdes, who took care of our room, to Tim E., who absolutely made our stay sooo enjoyable. And the young men who valet the cars…all of them are awesome. My wife and I will definitely be back!  Thank you all!  LV",December 2022,none,none,"Dear louiev98,  Thank you for choosing to stay with us and for the excellent review. We enjoy hearing from our guests, and we are pleased we exceeded your expectations for a relaxing time with your wife. We are so grateful for you mentioning our exceptional team members, and we are delighted to know they provided you and your wife with outstanding service. Our emcees like Lourdes and Tim truly encompass the warmth and comfort of genuine Marriott hospitality. It was a pleasure hosting you here at VEA Newport Beach, A Marriott Resort & Spa, and we look forward to your next visit. Happy Holidays!  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,35,67
none,none,5.0 of 5 bubbles,"See you soon, VEA!","We had an amazing visit at VEA. The property is absolutely gorgeous and they have best in class service. Our valet, Jacob, was extremely nice and welcoming. He was able to answer all questions we had.  Thank you! We will visit again soon!",December 2022,none,none,none,none,none,none,none,none,none,36,67
none,1 contribution,5.0 of 5 bubbles,R,"Tim and his team were all excepcional and made our stay in the hotel more memorable, always in top of everything to helps us in what we need, at any time and moment , everything was of top of standard .Thank you very much!",December 2022,none,none,"Dear 881katherinam,  Thank you for being our guest at VEA Newport Beach, A Marriott Resort & Spa, and sharing your experience. We are delighted to know you enjoyed your stay with us and that you were especially pleased with our outstanding service. We also appreciate you recognizing Tims for his efforts, and we will share your compliments with him and the rest of the team. It was a pleasure to host you, and we look forward to your return visit.   Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,37,67
4 helpful votes,3 contributions,5.0 of 5 bubbles,"Tim, made it special",Tim was so accomplishing and helpful for my first visit to New Port Beach. Whatever we wanted to go or see things for the first time Tim guided us. He got us a car and ride to every where we wanted to go! The Christmas designs and hotel was spectacular. Carted our luggage and help guide us thru the hotel.,December 2022,none,none,none,none,none,none,none,none,none,38,67
27 helpful votes,26 contributions,5.0 of 5 bubbles,Night at the VEA,"My wife & I stayed at the VEA Newport Marriott one night for a date night. Since there was a fundraiser occurring at the hotel & valet was packed, we parked on the street. This saved us $55 overnight parking. There were plenty of bellman willing to help with your luggage & open doors.  I was lucky to be able to reserve the Spyglass Suite. The hotel only has one of these rooms & it’s usually booked. It’s a bi-level room with a pool table downstairs & a swing chair upstairs. It also had a good size balcony with a view of Newport harbor & Catalina Island. The room was in the second tower for suites so we had to walk by the conference rooms to get to the elevators. It was worth the short walk.  The hotel itself was beautifully decorated for Christmas. Too bad it was cold out because",December 2022,none,none,"Dear Bblesd,  Thank you for your recent stay at the VEA Newport Beach, A Marriott Resort & Spa, and for posting a great review of our resort. It is a pleasure to know we exceeded your expectations with our courteous service, spacious suites, and convenient location. We enjoyed having you and your wife as our guests for your conference and look forward to seeing you again on your next trip to Newport Beach.  Best Regards,  Debbie Snavely General Manager",none,none,none,none,none,none,39,67
none,none,5.0 of 5 bubbles,Exceptional property service,Gorgeous property with exceptional staff and service. Luis (server) and Tim (valet) were standouts.  Delicious food.  Especially enjoyed all the beautiful seating options throughout the property to relax inside and out..  Highly recommend!,November 2022,none,none,none,none,none,none,none,none,none,40,67
