Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
4 helpful votes,3 contributions,5.0 of 5 bubbles,Excellent Staff.,"This is in no way to toot my own horn but only to give credibility to my comment - I was a business and hospitality major and have been humbly successful in my line of work.  When I first called about special parking accommodations, I could have turned away and gone to another hotel.  However, Alba stopped me and took the time to ask me further details in order to try and accommodate my needs.  That simple effort showed she wasn't just a Hilton/Hampton employee but someone who actually takes the time to drive business through care.  That simple effort also brought her hotel a total of 4 nights of stay from two different visits from me as a customer with intents to return in the future as well.  Another gentleman I'd like to highlight is Jae.  I checked in late during my second",September 2021,none,none,none,none,none,none,none,none,none,28,111
none,1 contribution,5.0 of 5 bubbles,Great Hotel!,"Overall, this was a great hotel that exceeded our expectations!  Great to see hot breakfast return again.  Only concern was some guests walking around in common areas and in elevators without masks when required.  Not sure if staff reminded those guests of their policy so this did not affect their rating.",August 2021,none,none,none,none,none,none,none,none,none,29,111
none,1 contribution,5.0 of 5 bubbles,Great choice hotel!!,"Our room was clean and organized! The included breakfast was a hit. The pool was so much fun! Staff were friendly, happy and willing to assist us during breakfast or entering the hotel. I highly recommend",August 2021,none,none,none,none,none,none,none,none,none,30,111
none,1 contribution,5.0 of 5 bubbles,Great stay,"Wonderful property, updated and clean. We stayed for 2 nights and location was perfect for Knott’s Berry Farm and Disneyland. The staff were very friendly and greeted us, we felt very welcomed. Can’t wait to visit again in the fall!",August 2021,none,none,none,none,none,none,none,none,none,31,111
none,1 contribution,1.0 of 5 bubbles,Find somewhere else to stay.,"Walls are paper thin. You can hear everything going on above you and below you. You can hear everything going on outside your room as well. Super noisy hotel! The breakfast buffet is disappointing. They “run out of food” early and when you ask if anymore is coming out, you’re told “it’s coming out soon.” It then doesn’t and you’re left there waiting and disappointed. Plenty of other choices around there. Look elsewhere.",July 2021,none,none,none,none,none,none,none,none,none,32,111
2 helpful votes,2 contributions,4.0 of 5 bubbles,Great value and clean,Great value with a convenient location.  Service was also very friendly and helpful  Pool maintenance was questionable but addressed timely.  Also had a bad experience with a staff member providing pool entry to a friend who's child was out of control.,July 2021,none,none,none,none,none,none,none,none,none,33,111
1 helpful vote,1 contribution,3.0 of 5 bubbles,It was OK,"My room was not ready upon arrival, I was being charged a different amount from what my reservation stated. The pool was closed three days out of the 5 days we were there. My room was not cleaned when I requested even though I called front desk early in the morning. The breakfast buffet style they have set up was good but guest have to make their own waffles which would make everyone else wait in line wish they would of had them cooked and ready to go for the guest. Also one of the beds was broken, little black bugs in the closet and some kind of like nats flying around in the room. The people upstairs from us kids were jumping and stomping while we were trying to sleep this was two nights. Over all it was OK",July 2021,none,none,none,none,none,none,none,none,none,34,111
1 helpful vote,1 contribution,5.0 of 5 bubbles,Our happiest stay yet!,"Excellent stay! Will choose this location again. Superbly clean, wonderful staff, all needs meet and exceeded. Great atmosphere and could absolutely not ask for more. Really appreciated all the kindness and service with a smile! Will come back again!",July 2021,none,none,none,none,none,none,none,none,none,35,111
1 helpful vote,1 contribution,5.0 of 5 bubbles,Great stay!,"Clean rooms, great staff service. Modern furnishings inside the room. Restrooms were clean, ice machine was clean too! Complementary breakfast was great. Hotel is in a great location, just a block or so from freeway",July 2021,none,none,none,none,none,none,none,none,none,36,111
1 helpful vote,1 contribution,4.0 of 5 bubbles,Granddaughters had a blast!,A great place to rest in between SOAK CITY and KNOTT BERRY FARM parks.  The swallow pool was fantastic for small children and the jacuzzi was big enough for relaxing from head to toe. Complementary breakfast was disappointing due to the waffle station being out of order per posted sign.,July 2021,none,none,none,none,none,none,none,none,none,37,111
1 helpful vote,1 contribution,5.0 of 5 bubbles,Excellent friendly staff. Hot buffet style breakfast is back!,"The night agent was extremely friendly and helpful, he made our stay great. Breakfast - Morning #1 was served to us in a to go box, which was disappointing. Morning #2 - Hot buffet style was open with waffles, hot potatoes, bagels, etc. - it was a very welcome surprise for our family!",July 2021,none,none,none,none,none,none,none,none,none,38,111
1 helpful vote,2 contributions,5.0 of 5 bubbles,Great Stay,"We stayed here at one of their two queens suites from 6/23 to 26 to visit family nearby and also celebrate our anniversary with two kids. Rikin at the front desk was very attentive and tried to accommodate our needs. The hotel is located right next to the highway but we had no issue with noise from the highway. But, people who stayed right above us made a lot of noise while the kids were running around. We didn't complain since we also had kids. Otherwise, it was a great stay. The ladies at the Breakfast were nice and they changed the menu slightly different every day.  We would stay here again definitely.",June 2021,none,none,none,none,none,none,none,none,none,39,111
1 helpful vote,1 contribution,5.0 of 5 bubbles,Family Visit,"A three night stay to visit family and friends. Very clean hotel, friendly and attentive staff. I would stay here again, I thought the freeway would be loud, but it wasn't a problem. If you are looking for a central location to Disneyland or Knott's Berry Farm, this is a great choice.",June 2021,none,none,none,none,none,none,none,none,none,40,111
1 helpful vote,1 contribution,5.0 of 5 bubbles,Enjoyable stay!,Friendly service and the rooms were very clean and very comfortable. We stayed the night before going to Knott’s Before Farm which is very close. If we are in the area again we will stay here again and recommend it to others.,May 2021,none,none,none,none,none,none,none,none,none,41,111
1 helpful vote,1 contribution,5.0 of 5 bubbles,Awesome property,Great customer service very attentive front desk clerks and the property is very nice and the rooms are very clean and nice and big rooms me an my family loved this property will definitely recommend it and will definitely be booking again when we go to Disneyland in the summer.,May 2021,none,none,none,none,none,none,none,none,none,42,111
1 helpful vote,1 contribution,5.0 of 5 bubbles,2nd stay,"Clean , friendly and safe! No complaints whatsoever! Clean rooms, friendly staff, excellent safety protocols and clean safe environment. This was our 2nd time here and will definitely stay again when we are down this way.",April 2021,none,none,none,none,none,none,none,none,none,43,111
14 helpful votes,13 contributions,4.0 of 5 bubbles,Almost perfect,"We were in town visiting Biola University for this trip.  After leaving another hotel in La Mirada for cleanliness and noise issues, the Hampton Inn was almost perfect. The hotel is modern and clean and we enjoyed the extra space we had in a suite. I thought the newer construction would help minimize the noise from surrounding neighbors and from the freeway (across the street) and main road but it didn't. Frequent loud exhaust from cars and motorcycles and motorcycles were disturbing to sleeping and the person in the room above me sounded like they were doing laps and dropping bar bells on the floor all night. The free breakfast was offered only to go, selections were limited, and of usual Hampton Inn mediocre quality. Still though, it was nice to not have to go out and",April 2021,none,none,none,none,none,none,none,none,none,44,111
1 helpful vote,1 contribution,5.0 of 5 bubbles,My first stay,I absolutely would highly recommend this location to anyone looking for comfort and value I was greeted upon my arrival by a woman whom I wish I could remember her name to give her credit for being very informative and helpful prior to me staying breakfast was good and accommodations were even better I will be back soon thanks,April 2021,none,none,none,none,none,none,none,none,none,45,111
1 helpful vote,1 contribution,5.0 of 5 bubbles,Great place,"Nice experience with the hotel, clean and beautiful. The hotel was in a nice place, well located everything nice and clean. The only thing that I can tell is the breakfast wasn’t that good enough. Thanks!",March 2021,none,none,none,none,none,none,none,none,none,46,111
1 helpful vote,1 contribution,5.0 of 5 bubbles,Will be back!,Loved it here was above expectations. Hadn’t slept so good in a long time it was worth the price. I will definitely be back when i come visit my grandmother in Cerritos. The location was very convenient,March 2021,none,none,none,none,none,none,none,none,none,47,111
4 helpful votes,6 contributions,3.0 of 5 bubbles,Guest Services could be better,"Room was clean, comfortable. Overall, the stay was comfortable, service was not as expected for Hilton; it was minimal. Almost non existent.  Front desk staff did not make eye contact on check in.  No one at the breakfast counter and the front desk didn’t bother to ask if he could assist.",March 2021,none,none,none,none,none,none,none,none,none,48,111
14 helpful votes,7 contributions,5.0 of 5 bubbles,Great stay,So pleased with everything about my three night stay at this Hampton Property!!!!  Room. Service... location etc - all were wonderful. I will definitely return to this property and recommend it very highly!!,November 2020,none,none,none,none,none,none,none,none,none,49,111
5 helpful votes,2 contributions,3.0 of 5 bubbles,Neighbor noise,"I did read the reviews about the thin walls and noise before booking..but booked it anyway due to location & maybe they were just super light sleepers. YES IT’S TRUE!   At least for my room, we were on the first floor corner King room & heard our neighbors talking. It was in another language so it wasn’t really eavesdropping? Haha. Even heard them while I was on the toilet. I felt like I had to whisper in my room so my neighbors couldn’t hear us because there was an echo in our room as well.   It’s funny because my room was next to an exit door on left side of the building & didn’t hear people coming in and out of the entrance/exit, but could hear our neighbor’s tv on.   We just kept the AC running all night to tune out any noise. We like it cold anyway. It was like a white",October 2020,none,none,none,none,none,none,none,none,none,50,111
2 helpful votes,1 contribution,5.0 of 5 bubbles,Ethical Hotel,"Not only is this a high quality hotel, their staff is amazing as well. They are truly accommodating and ethical. When faced with the COVID-19 pandemic, they issued refunds and worked with its customers to do what is best for them. They truly care about its customers, and show that they care. The overall experience for our group was great, and we had a large group. We will definitely come back to this hotel!",March 2020,none,none,none,none,none,none,none,none,none,51,111
6 helpful votes,4 contributions,5.0 of 5 bubbles,clean and fun ...,"hope all hampton location will have same professionalism with staff and services .. please have more options with the complimentary breakfast - like bacon, boiled egg (need to be warm not cold) more fruits options",February 2020,none,none,none,none,none,none,none,none,none,52,111
6 helpful votes,2 contributions,4.0 of 5 bubbles,"Good, but do not get a room near the elevator!","This is a typical Hampton Inn. It is in the newer side, but smaller since it is not as popular a location. Rooms were clean and comfortable. Staff was friendly and efficient. My biggest complaint is the noise. First, I checked in via the app and was assigned a room based on the app’s recommendation. I didn’t even look at where it was. We were placed near the elevator and could hear it going up and down and doors dinging whenever they opened on our floor. Also, the walls/ceilings are paper thin. We had some heavy footed individuals above us that would go back and forth for about an hour at a time. We even heard the guy next door sneezing. Needless to say, our sleep could have been more restful if it weren’t for the noise.",February 2020,none,none,Thank you for taking the time to review the Hampton Inn and Suites Buena Park. We hope you enjoy the rest of your day and come back to visit soon.,none,none,none,none,none,none,53,111
2 helpful votes,1 contribution,5.0 of 5 bubbles,Nice Place,"Great place. The hotel was clean and the staff was friendly. Excellent breakfast. There was good variety and the staff kept things clean and well stocked. The kids wanted to swim, so we enjoyed the hot tub. The pool was too cold. Wish it had been heated.",February 2020,none,none,"Thank you so much for taking the time to review us. We are so honored by the perfect score. Please come back soon. We want intelligent, savvy and kind individuals like yourself here all the time. People like you make the world a better place to live and work. Thank you!",none,none,none,none,none,none,54,111
41 helpful votes,60 contributions,5.0 of 5 bubbles,Great location for Los Angeles,"This was a couples trip. We did some good hiking and the location is always great and easy access to both the Beaches and Los Angeles area. We actually seen an empty freeway which was great 🙂 and rare. Excellent customer service, awesome room, great cleanliness and free parking.",February 2020,none,none,Perfect score for a perfect person! You are awesome and so appreciated. We want a entire hotel full of incredible individuals like yourself. Please come back soon. A guest like yourself is what makes the Hampton Inn and Suites Buena Park the greatest place nearest to the happiest place on earth.,none,none,none,none,none,none,55,111
42 helpful votes,19 contributions,5.0 of 5 bubbles,Highly Recommended!,"This hotel is brand new, well-equipped, very clean and serves a very good complimentary breakfast.  Beds are extremely comfortable and the HVAC works well and does not emit excessive noise.  Overall, it was a very enjoyable experience.",January 2020,none,none,"Perfect score! Score!!!! Thank you for this dose of your awesomeness today! We want guests like you everyday of the week. I will share this with the staff and they will know to keep up the great work. It's people like yourself that make the Hampton Inn and Suites Buena Park the place to be. If you haven't heard it lately, your a great person. Thank you!",none,none,none,none,none,none,56,111
116 helpful votes,347 contributions,4.0 of 5 bubbles,Newer hotel not far from Knott's Berry Farm,"We stayed one night at this hotel after a visit to Knott's. The hotel looks and feels brand new. We had a large corner room that was perfect for our group. The staff was friendly and the hotel offered free breakfast. The breakfast was ok, but we felt rushed when it came time to end. They stated moving items out before it was supposed to be over. Other than that it was a nice stay.",January 2020,none,none,"Thank you for taking the time to leave a review. We value every guest that stays with our hotel and want you to have an awesome experience. I'm sorry to hear that breakfast was being put away at the very end. We want to give everyone an opportunity to experience our full complementary breakfast. Located at the Front Desk we also have a complementary ""On the Go"" bags for our late risers and guests on the move. We hope you will try us again in the future.",none,none,none,none,none,none,57,111
2 helpful votes,1 contribution,3.0 of 5 bubbles,Somewhat satisfied,"Honestly the hotel in itself was great! Good location, very clean and modern. The only downside for us where the walls were paper thin. I heard everything going on in the other rooms. Did not allow me to sleep. Otherwise everything was great!",January 2020,none,none,Thank you for taking the time to leave us a review. We always strive to make a guest experience the best when at our property. We do apologize about any inconvenience caused by guest noise. If you have any additional questions or concerns feel free to reach out to the property. We are here for you.,none,none,none,none,none,none,58,111
19 helpful votes,8 contributions,5.0 of 5 bubbles,New Addition to the Hilton Family,"New / Clean and Modern.. Supper convenient.. Stay here you can go wrong..  The new rooms have been redesigned to a modern standard and are extremely functional, with an abundance of outlets and a master off switch. New Beds .. Yes , and very comfortable!!",January 2020,none,none,"You. Are. Awesome!!!! Thank you so much for the perfect score. We are working hard to provide what a guest needs during their stay. It seems we did not fall short during yours. Can you multiply yourself and stay everyday? We want outstanding individuals like yourself here all the time. So, if you ever find yourself out our way, please stop by for a stay. After all your practically family now. We will see you next time!",none,none,none,none,none,none,59,111
2 helpful votes,1 contribution,5.0 of 5 bubbles,Don't believe everything you read! This hotel is a real gem!,"I loved staying at this hotel! I loved everything about the hotel! The employees were so helpful and accommodating. I read all the reviews about the sound issues but I experienced nothing of the sorts. I didn't hear the elevators at night, I didn't experience excessive noise or thin wall issues. My husband and I even tested the sound and had no issues. The room was very clean and spacious. We really enjoyed the breakfast! I am not a big bacon person, but I am very sure that the sausage would be delicious. I can't wait to stay there again!",January 2020,none,none,Whoa! That was awesome of you to give us a perfect score and mention our service. We are always striving to provide the best service and the things you need while on the road. We want a positive individual like yourself at our property again and again and again. We can never get enough. Please let us know if you ever need a place to stay when in our area. As long as we have a hotel YOU are always welcome in it. Enjoy your New Year and come again! Please!,none,none,none,none,none,none,60,111
2 helpful votes,1 contribution,5.0 of 5 bubbles,We'll be back!,"Everything about this stay was exceptional. Staff was amazing, rooms were clean and beds were amazing. I typically always take my own pillow to hotels, but there was no need to use mine when theirs were just as comfy. Everything was spotless. Only thing I would upgrade is the breakfast, but i'm sure We'll be back!",January 2020,none,none,"I hope that you come back! If you give us another perfect score you can stay everyday forever! We appreciate a kind guest like yourself so much and we are absolutely thrilled to have you. Please let us know anyway we can improve our complementary breakfast so we can go from ""near perfect"" to ""perfect"". That is our goal. Thanks again and we hope to see you next time.",none,none,none,none,none,none,61,111
5 helpful votes,2 contributions,5.0 of 5 bubbles,Clean Hotel,"This hotel didn't disappoint. The room was clean. The fitness center had everything I needed for my daily workout. The breakfast was very adequate. The food selection was awesome. Overall, I would stay here again when I am in the area.",January 2020,none,none,Perfect score! Yay! Thank you so much for your review. The team and I are working hard to make sure we are providing everything our guests need. I would hope you would come back when in the area. We could use a wonderful guest such as yourself.,none,none,none,none,none,none,62,111
52 helpful votes,30 contributions,2.0 of 5 bubbles,Found Drugs and stolen credit cards,"I’m not sure who is to blame here... I checked in with no problems and as my family and I walked into our room we smelled a weird strong odor. I thought it was like a Raid or chemical cleaning odor. We were exhausted from traveling so we turned on the fan and started unpacking. I travel a lot for work and have a bed big routine check I do with the beds. I lifted the mattress and on one side I found approximately 15 debit and CC and 1 ID, on the other I found a crack pipe! I was furious! I immediately reported it to the front desk and manager and they were able to get me a new room but the weird thing was they did not seem shocked by what I found or surprised. They actually said they’ve found this before and they just shred the cards. I was not going to do hand these cards over",December 2019,none,none,"Sorry to find out what happened during your stay. We always strive to keep our property completely free of drugs or anything harmful to our guests. We want everyone to have an enjoyable stay when visiting our area. We take any illegal substance found on our premises seriously and want all of our guests to feel safe when on our property.   Again, we apologize you had to endure such a rough stay and please feel free to reach out for any additional comments or concerns. Again we thank you for choosing Hampton inn and Suites Buena Pak and we hope to see you again soon.",none,none,none,none,none,none,63,111
4 helpful votes,2 contributions,5.0 of 5 bubbles,Awesome stay - no complaints,"Traveled with a group of 9. Rooms were pristine. Building was obviously brand new. Staff was extremely helpful and accommodating. Breakfast was good, hot breakfast- waffle bar, bread and pastries, hot foods, cereal and oatmeal, juice, coffee, etc.",December 2019,none,none,none,none,none,none,none,none,none,64,111
23 helpful votes,13 contributions,5.0 of 5 bubbles,Great Hotel,"This hotel is fairly new and very nice.  The hotel was always clean, service was good and the breakfast was good.  I stayed for 11 nights for business and had no bad nights.  It is a good location if traveling for pleasure or business because it is a stones through away from Rt. 5.",December 2019,none,none,none,none,none,none,none,none,none,65,111
2 helpful votes,1 contribution,5.0 of 5 bubbles,Recent Stay,Very clean hotel with friendly staff. Breakfast include many varieties and a lot of healthy options.the smoothies and fresh pressed juices were great.  Large spacious rooms and comfortable beds.  I would stay here again!,December 2019,none,none,none,none,none,none,none,none,none,66,111
3 helpful votes,2 contributions,5.0 of 5 bubbles,Nice hotel with a good breakfast and easy access to freeway,Nice hotel with comfortable rooms and a good breakfast.  Located conveniently off of freeway.  Hotel is quite new and not too far of a drive from Disneyland.  I'd recommend it to people looking for a hotel in the area.,November 2019,none,none,none,none,none,none,none,none,none,67,111
134 helpful votes,501 contributions,5.0 of 5 bubbles,This place is designed for computer toting travelers for sure,"Beautifully clean and neat! There was this really cool television stand that had two sides with doors. The side facing the couch had 3 large sliding metal baskets which were perfect for computer bags, purse, camera etc. The side facing the bed was a cupboard perfect for rolling luggage size stuff. The television atop this stand swiveled but not all the way to the bed or to the couch for straight on viewing. The attached desk was large and had 2 USB ports as well as 2 AC outlets. Great for charging all that techie stuff that gets dragged along on a trip. The bathroom did not have shelves under the sink vanity; instead there were slide out shelves for hairdryer and toilet paper. Kinda cool if you put something there you could not forget it as easily as in a drawer. One design flaw",December 2019,none,none,none,none,none,none,none,none,none,68,111
2 helpful votes,1 contribution,5.0 of 5 bubbles,So clean,Very clean and comfortable. Good breakfast but could use work. Would stay here again. Pool didnt look heated but the jacuzzi was. Fire pit outside wasnt going but still nice. It rained at knotts so we tried 2 days in a row and nope!,December 2019,none,none,none,none,none,none,none,none,none,69,111
43 helpful votes,18 contributions,5.0 of 5 bubbles,Great stay! Great staff!  Super clean hotel!,"Well first of all let’s get something straight!! I read all the reviews saying this hotel was noisy or walls were like paper and Too loud to sleep! That is false! It was very quiet!  Also the rooms were very immaculate, comfortable and clean.    Again! Guests Over exaggerated on the noise level and thin walls.    Enjoy your stay! I will come back!",December 2019,none,none,none,none,none,none,none,none,none,70,111
