Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,4 contributions,1.0 of 5 bubbles,Rooms not clean nor comfortable,"I would definitely not stay here again. The lobby was nice and the staff was friendly. We didn't end up staying the night so I cannot comment on the breakfast. The room was dirty. The carpets were black with dirt. Stains on the furniture and blankets. The sofa bed was all springs and unusable in my opinion.The room was dimly lit and smelled musty. We decided to pack up and leave about an hour into our stay. Based on what others have said maybe we just had a bad room, but I wouldn't chance it again.",November 2022,none,none,"Hello Sarah,  Thank you for completing the survey regarding your recent stay at our property.   I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future.",none,none,none,none,none,none,11,300
6 helpful votes,13 contributions,1.0 of 5 bubbles,"""Worst Western,"" actually","There is NO way to describe the awful experience we had at this egregious Best Western which we wouldn't have checked into had we not had a very misleading phone conversation first. what they DON'T say over the phone when you take the time to call is that even if they do accept service animals they'll still charge you. once I got there they hassled me, intimidated me, disqualified me, when I'm disabled and have service animals, which obviously they were just trying to get a fee. we posted a Google review but it mysteriously disappeared an hour later. just awful. they're really good at being polite over the phone (maybe, but not lucidly honest) and when you get there their monstrous. won't mention any names but she's an older blond. they also probably lied about not having a",October 2022,none,none,none,none,none,none,none,none,none,12,300
none,1 contribution,4.0 of 5 bubbles,Exceeded Expectations,We were pleasantly surprised with this hotel. Proximity to the 5 freeway was great. The room itself was great with it's separate sleeping area.  Our only issue was the firm mattress; neither of us slept well because of it. Loved the cute little balcony overlooking the pool area. Check-out took a little too long but only because the guests in front of us both had issues. Staff was friendly at both check-in and check-out.,October 2022,none,none,none,none,none,none,none,none,none,13,300
none,1 contribution,1.0 of 5 bubbles,Not worth it,"Over priced. Rude service. Plumbing backed up. Loud hum in the room 24 hrs. The lights outside turn off early at night and don’t in the early morning. If you are in the parking lot late at night or early morning, you will need a flashlight. Looks like they are trying to save money at the guests expense. Won’t be staying there again.",October 2022,none,none,none,none,none,none,none,none,none,14,300
none,1 contribution,4.0 of 5 bubbles,Met expectations. No issues,"If you want a good, dependable, clean place to stay with no surprises at a reasonable price. Stay here. Easy access to the highway, walking distance to a good selection of restaurants. Check in was easy, the room was clean, spacious, good pool, staff was friendly.",September 2022,none,none,none,none,none,none,none,none,none,15,300
none,1 contribution,4.0 of 5 bubbles,"Very Cleaned and Organized, love the continental breakfast","Area is safe and quite  , there are lots of restaurant and coffee shops near by .staffs are very polite and friendly  perfect for family and business trip .The room is very cleaned and organized  I highly recommended!",September 2022,none,none,none,none,none,none,none,none,none,16,300
none,17 contributions,5.0 of 5 bubbles,Exceptional Hotel,I got away for the weekend to see family & friends because I was selling my house.  I stayed at this Best Western nearby to everything.  It was exceptional.  The front desk staff were friendly & efficient check in and check out.  The room & hotel surroundings clean.  I loved breakfast with eggs served the way you like them.  First time staying in Orange County where I could sleep all night without hearing outside noise from traffic or other hotel clients.  Definitely would recommend this hotel.,September 2022,none,none,"Hi Cynthia,  Your business is very important to us and we value your feedback. By telling us what you liked about your stay and how we can improve, you are helping us deliver a superior experience for you and other guests in the future. We hope you will come back and see us again soon.",none,none,none,none,none,none,17,300
2 helpful votes,6 contributions,5.0 of 5 bubbles,Excellent Breakfast & great accommodations,This hotel has had the best breakfast consistently throughout a 5 day stay.  The beds are very comfortable and the entire staff has been cheery and helpful. I would highly recommend staying at this location. Covered parking was also a plus.,August 2022,none,none,none,none,none,none,none,none,none,18,300
75 helpful votes,169 contributions,4.0 of 5 bubbles,good hotel,"My room had 2 queen beds and a separate room with sofa, desk, microwave, small fridge and another TV. Bathroom as usual but the sink is in the room. Good hot breakfast but with a line to be served hot items. Small fitness center. Pool. A nice outside area to rest, take breakfast or something more.  At night I could hear the guest upstairs walking, taking a shower. The same in the morning. In the last night there were people talking very loudly at 4:00am. I woke up and it was hard to sleep again. I couldn´t identify from where the sound was coming....",July 2022,none,none,"Dear Doris,  Thank you for completing the survey regarding your recent stay at our property.   On behalf of our entire team, I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future.   I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience.   If I can provide any assistance, please don't hesitate to contact me directly at 5628064777.  Sincerely,  Nadia Perez Sales Manager  Best Western Plus Commerce Hotel",none,none,none,none,none,none,19,300
none,1 contribution,1.0 of 5 bubbles,Beware of this hotel,"I travel with my family regularly and we stay in hotels that we have researched as we have been disappointed by amenities or location in the past. This hotel was by far the worst experience we have ever had traveling. The first room we entered after check in smelled of raw sewer and the only sink, which is at the foot of the bed was the cause and would drain very slow. After moving to a second room we found a live bee in the bedsheets, blood stains on the walls and towels. It was late and we were exhausted from our day so we decided to sleep and leave after we got ready the next morning. First the shower water would not drain, our feet were in inches of a hotel bathtub shower. Second room service came into our room twice before 930 am when we where getting dressed. The second",February 2022,none,none,"We are sorry that we were unable to meet your expectations during your stay. Guest satisfaction is something we strive for every day and your feedback is very much appreciated. Please know we use all feedback, both positive and constructive when reviewing the services and accommodations we provide to our guests.    If we can be of further assistance, please don't hesitate to let us know.",none,none,none,none,none,none,20,300
none,1 contribution,1.0 of 5 bubbles,Nightmare from booking to stay in this facility,"I will not stay in this particular facility again. It is either a system issue or incompetent staff that made our stay a nightmare. In addition to all that was wrong with this facility, the credit card payment platform doesn't even work.",May 2022,none,none,We are sorry that we were unable to meet your expectations during your stay . Guest satisfaction is something strive for every day and your feedback is very much appreciated.    Please know that we use all feedback positive &constructive  when reviewing the services and accommodations we provide to our guests.,none,none,none,none,none,none,21,300
15 helpful votes,21 contributions,2.0 of 5 bubbles,Below Expectations,"Know in the check in is at 3:00 PM, I stopped by at 1pm to see if the room was ready. (I had made a note for an early check in on the online reservation). I was told it wasn’t ready , to come back in 1/2 hour. We went back at 1:45 and it still was not ready. After our tournament we went back at 5:20 and they still had to check if the room was ready. Took me 15 minutes to finally get a room    The room smelled, the sheets on the sofa bed were stained and the pillows were horrible. Only one light in the bathroom worked.",May 2022,none,none,We are sorry that we were unable to meet your expectations during your stay . Guest satisfaction is something strive for every day and your feedback is very much appreciated.    Please know that we use all feedback positive &constructive  when reviewing the services and accommodations we provide to our guests.,none,none,none,none,none,none,22,300
none,3 contributions,5.0 of 5 bubbles,Excellent stay,Hotel is very clean and a great place to stay.   I would recommend staying here if ever in Lake Forest.  The staff was very nice and the breakfast was pretty amazing.  Cooked right in the dining room.  Even though we had pet rooms they didn't have a funky odor like most hotels that allow dogs. Loved our stay.,May 2022,none,none,"Thank you for choosing Best Western Hotel, your business is very important to us and we value your feedback. By telling us what you liked about your stay and how we can improve, you are helping us deliver a superior experience for you and other guests in the future. We hope you will come back and see us again soon.",none,none,none,none,none,none,23,300
none,7 contributions,4.0 of 5 bubbles,Good stay overall,The good: The hotel staff were all amazingly friendly and helpful. Breakfast was fantastic. The bed was one of the most comfortable I've slept in.  The not-so-good: The rooms are just looking a bit tired. Light switches are well used and a bit dirty. The shower could use a refresh.,May 2022,none,none,"Thank you for you choosing Best Western Hotel , we would like to see next visit  Thank you  Management",none,none,none,none,none,none,24,300
1 helpful vote,4 contributions,1.0 of 5 bubbles,Think twice,The room it self was nice but the staff made me feel so low. I was traveling with my family so after waking up and getting the kids ready I didn’t have much time for myself but didn’t really care because we were going to a hotel I figured I could get myself together there while the kids went swimming any who we arrive the first things the lady asked was did I have a credit card which was strange to me but I answered yes and told her I had a reservation while handing her my ID and credit card I thought she was checking me in but I’ve it’s never took 15 mins to check in then she asked again do I have a credit card I said yes and gave it to her but also checked my account to see why she couldn’t run my debit card all my money was in my account so I asked her why do you need my,May 2022,none,none,"On behalf of our entire team, I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future.   I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience.",none,none,none,none,none,none,25,300
35 helpful votes,113 contributions,3.0 of 5 bubbles,room wasn't available until 2:15pm,"we arrived around 12:20pm. We were assigned a room that clearly showed someone had been laying on the bed and had used paper cups strewn around. We went back to reception and were told they had NO other rooms. We were told that they would call us as soon as a room was available. We were NEVER called. We went to lunch and returned to the lobby in a little over an hour. It appeared that there were a line of folks checking in who were getting rooms. We were finally given a room about 2:25I don't believe they honored their promise to call as soon as a room was available. This was however before their advertised check in time of 3pm. That being said, the room seemed clean and comfortable. Shower was fine, ample hot water and a two room unit with two TVs. The breakfast was best we've",May 2022,none,none,"On behalf of our entire team, I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future.   I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience.",none,none,none,none,none,none,26,300
none,1 contribution,3.0 of 5 bubbles,Stay was Average,This hotel is nothing to brag about. Several things we were disappointed about. The location was good but this hotel could use an update on about everything. The pool was dirty and the exercise room is extremely small. The room was not very clean. I have stayed in rooms that are better than this. Everything was old and rusty.,April 2022,none,none,"On behalf of our entire team, I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future.   I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience.",none,none,none,none,none,none,27,300
none,2 contributions,5.0 of 5 bubbles,travel,"everythign was good didnt have any issues staying, the peopleon the front desk  was very good, i will come back when ever i had a chance, everythign was on good  conditions and everythign work fine, i ll be back this week",April 2022,none,none,"Dear, Mr. santos Thank you for completing the survey regarding your recent stay at our property.   Your business is very important to us and we value your feedback. By telling us what you liked about your stay and how we can improve, you are helping us deliver a superior experience for you and other guests in the future. We hope you will come back and see us again soon.  If I can be of assistance in the future, please don't hesitate to contact me at 5628064777.  Thank you again for taking the time to complete the survey. We appreciate your loyalty to our brand.  Sincerely,  Nadia Perez Sales Manager  Best Western Plus Commerce Hotel",none,none,none,none,none,none,28,300
1 helpful vote,7 contributions,4.0 of 5 bubbles,Nice and Cozy,"I stayed here before about 2 years ago. Great location with lots of places to eat, bars, etc as the Irvine Spectrum is only 8 minutes away, Nice hotel, rooms were nice, bed comfortable, I always like the breakfast.  I will be staying again.",March 2022,none,none,"Thank you for completing the survey regarding your recent stay at our property.   Your business is very important to us and we value your feedback. By telling us what you liked about your stay and how we can improve, you are helping us deliver a superior experience for you and other guests in the future. We hope you will come back and see us again soon.  If I can be of assistance in the future, please don't hesitate to contact me at 5628064777.  Thank you again for taking the time to complete the survey. We appreciate your loyalty to our brand.  Sincerely,  Nadia Perez Sales Manager  Best Western Plus Commerce Hotel",none,none,none,none,none,none,29,300
none,1 contribution,5.0 of 5 bubbles,Last minute overnight stay.,Decided to stay at Best Western because of quality and affordability.  Onced checked in the front desk staff were very nice and helpful.  The room was very clean and spacious for the value.  The breakfast was simple and delicious with enough options to choose from.  Overall a great experience.,March 2022,none,none,"Dear Guest,  Thank you for completing the survey regarding your recent stay at our property.  Your business is very important to us and we value your feedback. By telling us what you liked about your stay and how we can improve, you are helping us deliver a superior experience for you and other guests in the future. We hope you will come back and see us again soon.  If I can be of assistance in the future, please don't hesitate to contact me at 5628064777.  Thank you again for taking the time to complete the survey. We appreciate your loyalty to our brand.  Sincerely,  Nadia Perez Sales Manager Best Western Plus Commerce Hotel",none,none,none,none,none,none,30,300
none,1 contribution,5.0 of 5 bubbles,Pros,The front desk was very attentive .lestened very well . Understood my questions. The room was very clean. Excellent place to realax .the veiw was nice the coffee great . There's also great food right up the streetstreet,February 2022,none,none,"Dear Guest,  Thank you for completing the survey regarding your recent stay at our property.  Your business is very important to us and we value your feedback. By telling us what you liked about your stay and how we can improve, you are helping us deliver a superior experience for you and other guests in the future. We hope you will come back and see us again soon.  If I can be of assistance in the future, please don't hesitate to contact me at 5628064777.  Thank you again for taking the time to complete the survey. We appreciate your loyalty to our brand.  Sincerely,  Nadia Perez Sales Manager Best Western Plus Commerce Hotel",none,none,none,none,none,none,31,300
none,1 contribution,2.0 of 5 bubbles,Not what I expected,The gentleman at the counter no welcoming. We went to out room and discovered left over chips and cookies on the first drawer!  The beds are extremely hard and so uncomfortable.  Even my 11 year old complained of a backache in the morning. Not what I expected from this hotel chain,February 2022,none,none,"On behalf of our entire team, I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future.   I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience.",none,none,none,none,none,none,32,300
none,1 contribution,4.0 of 5 bubbles,Great location,"Hotel was centrally located for the multiple purposes of our trip and was easily accessible to all the major destinations that we were requiring.  Great access to beach communities and close to Disneyland.  Quality breakfast, and quick.  Great variety of meal options to choose from.",December 2021,none,none,none,none,none,none,none,none,none,33,300
none,1 contribution,5.0 of 5 bubbles,Best Western Lake Forrest,We really enjoyed the location and the our stay and staff was attentive and friendly. Room was great! Pillows can be a bit larger. House keeping came an hour early before our check out twice. But overall everything was great.,December 2021,none,none,none,none,none,none,none,none,none,34,300
none,13 contributions,2.0 of 5 bubbles,Nice staff shabby hotel,"I would not recommend this hotel I’d check out other options like one of the ones right next door  Hilton I think or Marriott  It’s shabby and not very clean, the bacon smelled rancid and the coffee pot in the room was one of those little pretend coffee pots. When we arrived the floor in our room was still wet and smelled like urine When I called the front desk they said the carpet had just been shampooed. They didn’t offer a different room with a dry carpet, maybe they were all wet. I almost just left and moved to a different hotel, but we were tired and we had a funeral to attend the next day, we ended up staying all three days because being with family was more important than finding another hotel. There was a bad motor humming sound so I wore ear plugs to bed  I think it’s",December 2021,none,none,We are sorry that we were unable to meet your expectations during your stay . Guest satisfaction is something strive for every day and your feedback is very much appreciated.    Please know that we use all feedback positive &constructive  when reviewing the services and accommodations we provide to our guests.,none,none,none,none,none,none,35,300
none,2 contributions,1.0 of 5 bubbles,Look for another hotel.,Bed was clean that's about it. Decor and ambiance was depressing. Tub didn't drain well so you're standing in ankle deep water in a short amount of time. Light over the sink/TV counter did not turn on. I couldn't recommend this hotel to anyone.,November 2021,none,none,"On behalf of our entire team, I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future.   I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience.",none,none,none,none,none,none,36,300
none,1 contribution,5.0 of 5 bubbles,Outstanding,Early check-in accommodated. Beautiful living area and bedroom with balcony.  Competent and friendly staff  (registration and food service) and a good breakfast. Wonderful Italian restaurant across the street. How can you go wrong? I am recommending Best Western Plus Irvine Spectrum Hotel to any and everyone traveling to Orange County.,October 2021,none,none,none,none,none,none,none,none,none,37,300
none,2 contributions,1.0 of 5 bubbles,Dirty Motel!,"Absolutely horrendous. On the outside, the hotel looks like it hasn't been updated in decades. Sadly, the inside is just as bad. Paint chipped, dirty vents, dust under the beds, low lighting and small windows. We paid extra to book a king room with a whirlpool tub. The tub was chipped and dirty and we didn't even go in it. We questioned if the room had even been cleaned properly or just had the sheets changed. There were minimal towels and only 3 small pillows on our King bed. When we called the front desk for more pillows, they sent staff to our room with blankets instead and said ""we don't have any pillows left"". How does a hotel run out of pillows? It wasn't even sold out. They eventually went and ""looked again"" and miraculously found more small pillows. No properly sized bed",September 2021,none,none,"Thank you for your comments regarding your recent stay at our property.  On behalf of our entire team, I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future.  I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience.",none,none,none,none,none,none,38,300
290 helpful votes,2851 contributions,5.0 of 5 bubbles,Great Location,From the moment I checked in James R was SO SO PLEASANT & helpful!  The hotel is very clean.  Room was decorated cool.  I’m a BEST WESTERN Diamond Member & used part points & had a fair price for 2nd night.  Breakfast 6:00 to 9:00 weekdays.  Located by Irvine Spectrum & 5 Fwy.,September 2021,none,none,none,none,none,none,none,none,none,39,300
1 helpful vote,1 contribution,1.0 of 5 bubbles,"Would Not Stay Again, EVER","Sports groups and typical teenage noise :o) everywhere; unable to access pool or hot tub.  Promised a room we never got.  ""Plus"" breakfast of heat-in-room microwave gray sausage, egg and cheese muffin was awful (server was nice though).",July 2021,none,none,"Thank you for taking the time to tell us about your recent stay at our property. On behalf of our entire team, I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future. I hope that you will consider staying with us again once we reinstate our full hot breakfast, so that we can have another chance to provide you with a superior experience.",none,none,none,none,none,none,40,300
10 helpful votes,9 contributions,5.0 of 5 bubbles,Excellent stay for family.,"This hotel is excellent if traveling with a family, the room was large enough to accommodate 3 adults and adult sized teen an a 7 year old. The pull out bed is not the greatest but doable for a child. The breakfast was simple but enough to save us some money! The location is great! 25mins to many beaches and close to great shopping! We even got some back to school shopping done on our trip! Overall we were comfortable. This hotel is older but you can see improvement happening every day! For the price, cleanliness, space and location you can't beat it! Beds aren't the most comfortable but everything else was great.",July 2021,none,none,none,none,none,none,none,none,none,41,300
5 helpful votes,3 contributions,1.0 of 5 bubbles,"NOT CLEAN OR COMFORTABLE, spacious, good location","Upon arrival the sheets, blankets, and curtains had stains on them. The tub had mold and hair. The bed and sofa were uncomfortable, the sink was clogged, the air didn't work.  It was a very spacious unit and convenient location.",June 2021,none,none,I would like to apologize for not exceeding your expectations. Your satisfaction is important to us. We will look into the items pointed out and address them with the corresponding departments. We sincerely apologize for missing the mark during your stay.,none,none,none,none,none,none,42,300
46 helpful votes,233 contributions,1.0 of 5 bubbles,Dirty facility and rude staff,"Upon check in front staff was rude and somewhat condescending. This did not get better, as in our bathroom there was blood smattered on the wall, and with no other available rooms we were “stuck” there.   The bathroom sink is oddly placed in the middle of the bedroom instead of the bathroom.   There were mysterious spots on the blankets in the room, but because of rude front staff felt it pointless to have said anything.   Air temperature gauge did not work well. If you prefer it cooler make sure to put several degrees cooler to get to the correct temperature.   Good water pressure.   Careful on the elevator as it made jumping sounds at times.   Breakfast consisted of coffee, cereal and bad sandwich. Had better breakfasts elsewhere (even in COVID).   Staff were even more rude at",May 2021,none,none,"We thank your review and for bringing up your concerns to us. I sincerely apologize for our shortcomings during your stay. I will be looking into all of the items mentioned specially the ""condescending"" comment you have mentioned. This not a commect I wanted to hear from my staff. Thank you again for bringing up your concerns to my attention.",none,none,none,none,none,none,43,300
1 helpful vote,1 contribution,5.0 of 5 bubbles,Great Hotel,"this is the first time we stay in best western hotel , start from arrival till departure we always see smiling and welcoming from all of staff also hotel are clean & great service special thanks for Khalid al Taher who make our stay memorable sure we will come back  :)",May 2021,none,none,none,none,none,none,none,none,none,44,300
10 helpful votes,9 contributions,3.0 of 5 bubbles,"Lots of hotels in that area, stay elsewhere",Water pressure low.  Bed feels like straw.  Charge you a $75 deposit.  Loud house parties have been thrown multiple times next to me when I stayed there.  This is a fairly cheap hotel but I have learned there is a reason for it.,May 2021,none,none,none,none,none,none,none,none,none,45,300
1 helpful vote,1 contribution,5.0 of 5 bubbles,Diamond in the rough,"This some what of a hidden gem is located right off the Lake Forest exit. It is quite close by several known fast food franchises, businesses, and local restaurants. Comparatively you get more for your money's worth here, than you do at the near by hotels. By no means is it the fanciest, but what it does not possess in looks it makes up for elsewhere. For example, the spacious two divided rooms is an excellent feature, that is as a rare as it is enjoyable especially with a family. The sink fixture is both modern and elegant and gives you a feel of self importance when washing. The amenities are unfortunately limited for our safety due to COVID. However breakfast has a reasonable healthy spread with a variety of choice. Ultimately the front desk staff is what keeps this place",April 2021,none,none,none,none,none,none,none,none,none,46,300
38 helpful votes,34 contributions,1.0 of 5 bubbles,Unsafe and Unprofessional,"We have stayed in several hotels during the pandemic in California, Nevada, and Arizona.  This was the ONLY hotel whose staff did not wear a mask during the check in process, despite the mask mandate in California.  It caused us to wonder what other basic safety mandates the hotel might be ignoring.  In addition, the facilities were unclean and aging, and the breakfast consisted only of cold cereal and yogurt, with no beverage or hot meal options at all.  We will not stay at this hotel again.",April 2021,none,none,"On behalf of our entire team, I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for you in the future I would also like to inform you that I will be holding a meet with my staff from the front desk about Covid guidelines  I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience.",none,none,none,none,none,none,47,300
1 helpful vote,1 contribution,5.0 of 5 bubbles,Excellent Stay,"Competent and caring staff, whom goes the length to make sure your stay is satisfactory. Rooms are spacious, sanitized, and safe. Favorite amenities thus far has been the beautiful oval shaped sink (an art piece in itself) and the complimentary breakfast, although limited due to COVID-19 it is still healthy, and filling. Last, but not least the value is quite affordable if comparing the relative rate to what you get elsewhere. Best bang for your buck, hands down :)",March 2021,none,none,none,none,none,none,none,none,none,48,300
1 helpful vote,1 contribution,5.0 of 5 bubbles,Top notch!,"Exceptional staff  Ive only stayed 10 or 12 times and the staff are like family now they really put forward 100 percent effort to insure your stay is as stellar as it can be, they have won my business by rewarding free stays as well customer service thats 2nd to none.. Thank you..........",February 2021,none,none,none,none,none,none,none,none,none,49,300
14 helpful votes,14 contributions,4.0 of 5 bubbles,Need Movie Channels,Overall the experience in Irvine is very good. It would have been nice to watch a movie during our stay. The room was very clean and the area and surrounding seemed to be very safe. We would consider staying again if they have a movie channel,November 2020,none,none,none,none,none,none,none,none,none,50,300
